LSOA21CD,LSOA21NM,LSOA21NMW,WD25CD,WD25NM,WD25NMW,LAD25CD,LAD25NM,LAD25NMW,ObjectId
E01034161,Plymouth 034D,,E05002094,St Peter and the Waterfront,,E06000026,Plymouth,,3407
E01015094,Plymouth 005E,,E05002086,Moor View,,E06000026,Plymouth,,3408
E01015201,Torbay 016E,,E05012255,Churston with Galmpton,,E06000027,Torbay,,3410
E01015239,Torbay 002D,,E05012265,St Marychurch,,E06000027,Torbay,,3411
E01034159,Plymouth 034B,,E05002094,St Peter and the Waterfront,,E06000026,Plymouth,,3412
E01015090,Plymouth 005A,,E05002086,Moor View,,E06000026,Plymouth,,3413
E01015197,Torbay 016A,,E05012255,Churston with Galmpton,,E06000027,Torbay,,3415
E01015241,Torbay 005B,,E05012265,St Marychurch,,E06000027,Torbay,,3416
E01034160,Plymouth 034C,,E05002094,St Peter and the Waterfront,,E06000026,Plymouth,,3417
E01015106,Plymouth 013E,,E05002087,Peverell,,E06000026,Plymouth,,3418
E01015204,Torbay 012C,,E05012256,Clifton with Maidenway,,E06000027,Torbay,,3420
E01015237,Torbay 002B,,E05012265,St Marychurch,,E06000027,Torbay,,3421
E01015153,Plymouth 033C,,E05002094,St Peter and the Waterfront,,E06000026,Plymouth,,3422
E01015103,Plymouth 017D,,E05002087,Peverell,,E06000026,Plymouth,,3423
E01015205,Torbay 012D,,E05012256,Clifton with Maidenway,,E06000027,Torbay,,3425
E01015242,Torbay 005C,,E05012265,St Marychurch,,E06000027,Torbay,,3426
E01015156,Plymouth 027E,,E05002094,St Peter and the Waterfront,,E06000026,Plymouth,,3427
E01032658,Plymouth 027G,,E05002094,St Peter and the Waterfront,,E06000026,Plymouth,,3428
E01015151,Plymouth 033A,,E05002094,St Peter and the Waterfront,,E06000026,Plymouth,,3429
E01032657,Plymouth 027F,,E05002094,St Peter and the Waterfront,,E06000026,Plymouth,,3430
E01015155,Plymouth 034A,,E05002094,St Peter and the Waterfront,,E06000026,Plymouth,,3431
E01034162,Plymouth 034E,,E05002094,St Peter and the Waterfront,,E06000026,Plymouth,,3432
E01015152,Plymouth 027C,,E05002094,St Peter and the Waterfront,,E06000026,Plymouth,,3433
E01015166,Plymouth 002E,,E05002095,Southway,,E06000026,Plymouth,,3434
E01015164,Plymouth 001D,,E05002095,Southway,,E06000026,Plymouth,,3435
E01015163,Plymouth 003D,,E05002095,Southway,,E06000026,Plymouth,,3436
E01015160,Plymouth 001C,,E05002095,Southway,,E06000026,Plymouth,,3437
E01015159,Plymouth 002B,,E05002095,Southway,,E06000026,Plymouth,,3438
E01015161,Plymouth 002C,,E05002095,Southway,,E06000026,Plymouth,,3439
E01015165,Plymouth 003E,,E05002095,Southway,,E06000026,Plymouth,,3440
E01015162,Plymouth 002D,,E05002095,Southway,,E06000026,Plymouth,,3441
E01015174,Plymouth 024D,,E05002096,Stoke,,E06000026,Plymouth,,3442
E01015168,Plymouth 020D,,E05002096,Stoke,,E06000026,Plymouth,,3443
E01015171,Plymouth 020E,,E05002096,Stoke,,E06000026,Plymouth,,3444
E01015169,Plymouth 024A,,E05002096,Stoke,,E06000026,Plymouth,,3445
E01015170,Plymouth 024B,,E05002096,Stoke,,E06000026,Plymouth,,3446
E01015172,Plymouth 033B,,E05002096,Stoke,,E06000026,Plymouth,,3447
E01015173,Plymouth 024C,,E05002096,Stoke,,E06000026,Plymouth,,3448
E01015167,Plymouth 020C,,E05002096,Stoke,,E06000026,Plymouth,,3449
E01015182,Plymouth 028E,,E05002097,Sutton and Mount Gould,,E06000026,Plymouth,,3450
E01015181,Plymouth 028D,,E05002097,Sutton and Mount Gould,,E06000026,Plymouth,,3451
E01015176,Plymouth 021F,,E05002097,Sutton and Mount Gould,,E06000026,Plymouth,,3452
E01015179,Plymouth 028B,,E05002097,Sutton and Mount Gould,,E06000026,Plymouth,,3453
E01015178,Plymouth 025E,,E05002097,Sutton and Mount Gould,,E06000026,Plymouth,,3454
E01015180,Plymouth 028C,,E05002097,Sutton and Mount Gould,,E06000026,Plymouth,,3455
E01015175,Plymouth 025C,,E05002097,Sutton and Mount Gould,,E06000026,Plymouth,,3456
E01015177,Plymouth 025D,,E05002097,Sutton and Mount Gould,,E06000026,Plymouth,,3457
E01015265,Torbay 001D,,E05012254,Barton with Watcombe,,E06000027,Torbay,,3458
E01015098,Plymouth 017A,,E05002087,Peverell,,E06000026,Plymouth,,3459
E01015238,Torbay 002C,,E05012265,St Marychurch,,E06000027,Torbay,,3461
E01015203,Torbay 012B,,E05012256,Clifton with Maidenway,,E06000027,Torbay,,3462
E01015099,Plymouth 017B,,E05002087,Peverell,,E06000026,Plymouth,,3463
E01015206,Torbay 012E,,E05012256,Clifton with Maidenway,,E06000027,Torbay,,3464
E01015240,Torbay 005A,,E05012265,St Marychurch,,E06000027,Torbay,,3465
E01015100,Plymouth 017C,,E05002087,Peverell,,E06000026,Plymouth,,3467
E01015194,Torbay 013E,,E05012256,Clifton with Maidenway,,E06000027,Torbay,,3468
E01015259,Torbay 004C,,E05012265,St Marychurch,,E06000027,Torbay,,3469
E01015104,Plymouth 011E,,E05002087,Peverell,,E06000026,Plymouth,,3471
E01015202,Torbay 012A,,E05012256,Clifton with Maidenway,,E06000027,Torbay,,3472
E01015236,Torbay 002A,,E05012265,St Marychurch,,E06000027,Torbay,,3474
E01015212,Torbay 019C,,E05012257,Cockington with Chelston,,E06000027,Torbay,,3475
E01015102,Plymouth 011D,,E05002087,Peverell,,E06000026,Plymouth,,3476
E01015209,Torbay 019A,,E05012257,Cockington with Chelston,,E06000027,Torbay,,3477
E01015243,Torbay 005D,,E05012265,St Marychurch,,E06000027,Torbay,,3478
E01015101,Plymouth 016E,,E05002087,Peverell,,E06000026,Plymouth,,3480
E01015210,Torbay 019B,,E05012257,Cockington with Chelston,,E06000027,Torbay,,3481
E01015187,Torbay 017E,,E05012266,St Peter's with St Mary's,,E06000027,Torbay,,3482
E01015105,Plymouth 017E,,E05002087,Peverell,,E06000026,Plymouth,,3484
E01015208,Torbay 019F,,E05012257,Cockington with Chelston,,E06000027,Torbay,,3485
E01015186,Torbay 017D,,E05012266,St Peter's with St Mary's,,E06000027,Torbay,,3486
E01015111,Plymouth 018C,,E05002088,Plympton Chaddlewood,,E06000026,Plymouth,,3488
E01015207,Torbay 019E,,E05012257,Cockington with Chelston,,E06000027,Torbay,,3489
E01015247,Torbay 018D,,E05012266,St Peter's with St Mary's,,E06000027,Torbay,,3490
E01015107,Plymouth 018A,,E05002088,Plympton Chaddlewood,,E06000026,Plymouth,,3492
E01015213,Torbay 019D,,E05012257,Cockington with Chelston,,E06000027,Torbay,,3493
E01015248,Torbay 018E,,E05012266,St Peter's with St Mary's,,E06000027,Torbay,,3494
E01015109,Plymouth 022B,,E05002088,Plympton Chaddlewood,,E06000026,Plymouth,,3496
E01034172,Torbay 013I,,E05012258,Collaton St Mary,,E06000027,Torbay,,3497
E01015183,Torbay 017A,,E05012266,St Peter's with St Mary's,,E06000027,Torbay,,3498
E01015108,Plymouth 022A,,E05002088,Plympton Chaddlewood,,E06000026,Plymouth,,3500
E01034171,Torbay 013H,,E05012258,Collaton St Mary,,E06000027,Torbay,,3501
E01015211,Torbay 019G,,E05012267,Shiphay,,E06000027,Torbay,,3502
E01015110,Plymouth 018B,,E05002088,Plympton Chaddlewood,,E06000026,Plymouth,,3504
E01015215,Torbay 006B,,E05012259,Ellacombe,,E06000027,Torbay,,3505
E01015249,Torbay 003A,,E05012267,Shiphay,,E06000027,Torbay,,3506
E01015114,Plymouth 019C,,E05002089,Plympton Erle,,E06000026,Plymouth,,3508
E01015218,Torbay 006D,,E05012259,Ellacombe,,E06000027,Torbay,,3509
E01015251,Torbay 003C,,E05012267,Shiphay,,E06000027,Torbay,,3510
E01015112,Plymouth 019A,,E05002089,Plympton Erle,,E06000026,Plymouth,,3512
E01015260,Torbay 004D,,E05012259,Ellacombe,,E06000027,Torbay,,3513
E01015250,Torbay 003B,,E05012267,Shiphay,,E06000027,Torbay,,3514
E01015117,Plymouth 022E,,E05002089,Plympton Erle,,E06000026,Plymouth,,3516
E01015216,Torbay 006C,,E05012259,Ellacombe,,E06000027,Torbay,,3517
E01015254,Torbay 003F,,E05012267,Shiphay,,E06000027,Torbay,,3518
E01015258,Torbay 004B,,E05012268,Tormohun,,E06000027,Torbay,,3523
E01015115,Plymouth 022C,,E05002089,Plympton Erle,,E06000026,Plymouth,,3525
E01015214,Torbay 006A,,E05012259,Ellacombe,,E06000027,Torbay,,3526
E01015256,Torbay 008C,,E05012268,Tormohun,,E06000027,Torbay,,3527
E01015116,Plymouth 022D,,E05002089,Plympton Erle,,E06000026,Plymouth,,3528
E01015245,Torbay 018B,,E05012260,Furzeham with Summercombe,,E06000027,Torbay,,3529
E01015255,Torbay 008B,,E05012268,Tormohun,,E06000027,Torbay,,3530
E01015113,Plymouth 019B,,E05002089,Plympton Erle,,E06000026,Plymouth,,3532
E01015185,Torbay 017C,,E05012260,Furzeham with Summercombe,,E06000027,Torbay,,3533
E01015217,Torbay 008A,,E05012268,Tormohun,,E06000027,Torbay,,3534
E01015122,Plymouth 019E,,E05002090,Plympton St Mary,,E06000026,Plymouth,,3536
E01015184,Torbay 017B,,E05012260,Furzeham with Summercombe,,E06000027,Torbay,,3537
E01015257,Torbay 004A,,E05012268,Tormohun,,E06000027,Torbay,,3538
E01015118,Plymouth 019D,,E05002090,Plympton St Mary,,E06000026,Plymouth,,3540
E01015246,Torbay 018C,,E05012260,Furzeham with Summercombe,,E06000027,Torbay,,3541
E01015267,Torbay 010A,,E05012268,Tormohun,,E06000027,Torbay,,3542
E01015124,Plymouth 015D,,E05002090,Plympton St Mary,,E06000026,Plymouth,,3544
E01015244,Torbay 018A,,E05012260,Furzeham with Summercombe,,E06000027,Torbay,,3545
E01015261,Torbay 008D,,E05012268,Tormohun,,E06000027,Torbay,,3546
E01015123,Plymouth 015C,,E05002090,Plympton St Mary,,E06000026,Plymouth,,3548
E01015188,Torbay 017F,,E05012260,Furzeham with Summercombe,,E06000027,Torbay,,3549
E01015269,Torbay 010C,,E05012269,Wellswood,,E06000027,Torbay,,3550
E01015125,Plymouth 015E,,E05002090,Plympton St Mary,,E06000026,Plymouth,,3552
E01015189,Torbay 017G,,E05012260,Furzeham with Summercombe,,E06000027,Torbay,,3553
E01015268,Torbay 010B,,E05012269,Wellswood,,E06000027,Torbay,,3554
E01015120,Plymouth 015A,,E05002090,Plympton St Mary,,E06000026,Plymouth,,3556
E01015219,Torbay 015A,,E05012261,Goodrington with Roselands,,E06000027,Torbay,,3557
E01015271,Torbay 010E,,E05012269,Wellswood,,E06000027,Torbay,,3558
E01015121,Plymouth 015B,,E05002090,Plympton St Mary,,E06000026,Plymouth,,3560
E01015223,Torbay 015E,,E05012261,Goodrington with Roselands,,E06000027,Torbay,,3561
E01015270,Torbay 010D,,E05012269,Wellswood,,E06000027,Torbay,,3562
E01015119,Plymouth 018D,,E05002090,Plympton St Mary,,E06000026,Plymouth,,3564
E01015220,Torbay 015B,,E05012261,Goodrington with Roselands,,E06000027,Torbay,,3565
E01015133,Plymouth 030E,,E05002091,Plymstock Dunstone,,E06000026,Plymouth,,3567
E01015222,Torbay 015D,,E05012261,Goodrington with Roselands,,E06000027,Torbay,,3569
E01015221,Torbay 015C,,E05012261,Goodrington with Roselands,,E06000027,Torbay,,3572
E01015128,Plymouth 032A,,E05002091,Plymstock Dunstone,,E06000026,Plymouth,,3573
E01015191,Torbay 013B,,E05012262,King's Ash,,E06000027,Torbay,,3576
E01015129,Plymouth 032B,,E05002091,Plymstock Dunstone,,E06000026,Plymouth,,3577
E01015192,Torbay 013C,,E05012262,King's Ash,,E06000027,Torbay,,3580
E01015126,Plymouth 030A,,E05002091,Plymstock Dunstone,,E06000026,Plymouth,,3581
E01015190,Torbay 013A,,E05012262,King's Ash,,E06000027,Torbay,,3583
E01015132,Plymouth 030D,,E05002091,Plymstock Dunstone,,E06000026,Plymouth,,3584
E01015193,Torbay 013D,,E05012262,King's Ash,,E06000027,Torbay,,3586
E01015130,Plymouth 032C,,E05002091,Plymstock Dunstone,,E06000026,Plymouth,,3587
E01015196,Torbay 013G,,E05012262,King's Ash,,E06000027,Torbay,,3589
E01015127,Plymouth 030B,,E05002091,Plymstock Dunstone,,E06000026,Plymouth,,3590
E01015227,Torbay 011D,,E05012263,Preston,,E06000027,Torbay,,3592
E01015131,Plymouth 030C,,E05002091,Plymstock Dunstone,,E06000026,Plymouth,,3593
E01015229,Torbay 014A,,E05012263,Preston,,E06000027,Torbay,,3595
E01015138,Plymouth 031D,,E05002092,Plymstock Radford,,E06000026,Plymouth,,3596
E01015134,Plymouth 032D,,E05002092,Plymstock Radford,,E06000026,Plymouth,,3598
E01015136,Plymouth 031B,,E05002092,Plymstock Radford,,E06000026,Plymouth,,3599
E01015140,Plymouth 032E,,E05002092,Plymstock Radford,,E06000026,Plymouth,,3600
E01018906,Cornwall 072D,,E05013324,"Porthleven, Breage & Germoe",,E06000052,Cornwall,,6401
E01018861,Cornwall 072A,,E05013324,"Porthleven, Breage & Germoe",,E06000052,Cornwall,,6402
E01018907,Cornwall 072E,,E05013324,"Porthleven, Breage & Germoe",,E06000052,Cornwall,,6403
E01018951,Cornwall 002B,,E05013325,Poundstock,,E06000052,Cornwall,,6404
E01018974,Cornwall 002C,,E05013325,Poundstock,,E06000052,Cornwall,,6405
E01018780,Cornwall 034A,,E05013327,Rame Peninsula & St Germans,,E06000052,Cornwall,,6406
E01018800,Cornwall 029D,,E05013327,Rame Peninsula & St Germans,,E06000052,Cornwall,,6407
E01018781,Cornwall 034B,,E05013327,Rame Peninsula & St Germans,,E06000052,Cornwall,,6408
E01018785,Cornwall 023D,,E05013327,Rame Peninsula & St Germans,,E06000052,Cornwall,,6409
E01018908,Cornwall 046A,,E05013329,Redruth North,,E06000052,Cornwall,,6410
E01018911,Cornwall 046D,,E05013329,Redruth North,,E06000052,Cornwall,,6411
E01018910,Cornwall 046C,,E05013329,Redruth North,,E06000052,Cornwall,,6412
E01018914,Cornwall 049C,,E05013330,Redruth South,,E06000052,Cornwall,,6413
E01018913,Cornwall 049B,,E05013330,Redruth South,,E06000052,Cornwall,,6414
E01018915,Cornwall 049D,,E05013330,Redruth South,,E06000052,Cornwall,,6415
E01019052,Cornwall 024A,,E05013331,Roche & Bugle,,E06000052,Cornwall,,6416
E01019076,Cornwall 027F,,E05013331,Roche & Bugle,,E06000052,Cornwall,,6417
E01019053,Cornwall 024B,,E05013331,Roche & Bugle,,E06000052,Cornwall,,6418
E01019056,Cornwall 031A,,E05013336,St Blazey,,E06000052,Cornwall,,6419
E01019058,Cornwall 031C,,E05013336,St Blazey,,E06000052,Cornwall,,6420
E01019051,Cornwall 018D,,E05013855,St Columb Minor & Colan,,E06000052,Cornwall,,6422
E01019057,Cornwall 031B,,E05013336,St Blazey,,E06000052,Cornwall,,6423
E01019059,Cornwall 031D,,E05013336,St Blazey,,E06000052,Cornwall,,6424
E01019060,Cornwall 019A,,E05013338,"St Columb Major, St Mawgan & St Wenn",,E06000052,Cornwall,,6425
E01019061,Cornwall 019B,,E05013338,"St Columb Major, St Mawgan & St Wenn",,E06000052,Cornwall,,6426
E01019062,Cornwall 019C,,E05013338,"St Columb Major, St Mawgan & St Wenn",,E06000052,Cornwall,,6427
E01018845,Cornwall 048A,,E05013341,"St Goran, Tregony & the Roseland",,E06000052,Cornwall,,6428
E01019039,Cornwall 041B,,E05013341,"St Goran, Tregony & the Roseland",,E06000052,Cornwall,,6429
E01018850,Cornwall 048E,,E05013341,"St Goran, Tregony & the Roseland",,E06000052,Cornwall,,6430
E01018849,Cornwall 048D,,E05013341,"St Goran, Tregony & the Roseland",,E06000052,Cornwall,,6431
E01019072,Cornwall 030D,,E05013346,St Stephen-in-Brannel,,E06000052,Cornwall,,6432
E01019069,Cornwall 030A,,E05013346,St Stephen-in-Brannel,,E06000052,Cornwall,,6433
E01019070,Cornwall 030B,,E05013346,St Stephen-in-Brannel,,E06000052,Cornwall,,6434
E01019071,Cornwall 030C,,E05013346,St Stephen-in-Brannel,,E06000052,Cornwall,,6435
E01018942,Cornwall 003C,,E05013347,St Teath & Tintagel,,E06000052,Cornwall,,6436
E01018940,Cornwall 003A,,E05013347,St Teath & Tintagel,,E06000052,Cornwall,,6437
E01018941,Cornwall 003B,,E05013347,St Teath & Tintagel,,E06000052,Cornwall,,6438
E01018786,Cornwall 025A,,E05013348,Saltash Essa,,E06000052,Cornwall,,6439
E01018791,Cornwall 026B,,E05013348,Saltash Essa,,E06000052,Cornwall,,6440
E01018790,Cornwall 025C,,E05013348,Saltash Essa,,E06000052,Cornwall,,6441
E01018795,Cornwall 022C,,E05013348,Saltash Essa,,E06000052,Cornwall,,6442
E01018789,Cornwall 026A,,E05013348,Saltash Essa,,E06000052,Cornwall,,6443
E01018794,Cornwall 025D,,E05013348,Saltash Essa,,E06000052,Cornwall,,6444
E01018793,Cornwall 026D,,E05013349,Saltash Tamar,,E06000052,Cornwall,,6445
E01018792,Cornwall 026C,,E05013349,Saltash Tamar,,E06000052,Cornwall,,6446
E01018788,Cornwall 025B,,E05013349,Saltash Tamar,,E06000052,Cornwall,,6447
E01018764,Cornwall 022A,,E05013350,Saltash Trematon & Landrake,,E06000052,Cornwall,,6448
E01018796,Cornwall 022D,,E05013350,Saltash Trematon & Landrake,,E06000052,Cornwall,,6449
E01018787,Cornwall 022B,,E05013350,Saltash Trematon & Landrake,,E06000052,Cornwall,,6450
E01018763,Cornwall 023B,,E05013350,Saltash Trematon & Landrake,,E06000052,Cornwall,,6451
E01018943,Cornwall 002A,,E05013351,"Stratton, Kilkhampton & Morwenstow",,E06000052,Cornwall,,6452
E01018870,Cornwall 055B,,E05013289,"Four Lanes, Beacon & Troon",,E06000052,Cornwall,,6453
E01018892,Cornwall 045D,,E05013842,Illogan & Portreath,,E06000052,Cornwall,,6454
E01019036,Cornwall 027B,,E05013307,Lostwithiel & Lanreath,,E06000052,Cornwall,,6455
E01018961,Cornwall 001F,,E05013351,"Stratton, Kilkhampton & Morwenstow",,E06000052,Cornwall,,6456
E01018959,Cornwall 001D,,E05013351,"Stratton, Kilkhampton & Morwenstow",,E06000052,Cornwall,,6458
E01018960,Cornwall 001E,,E05013351,"Stratton, Kilkhampton & Morwenstow",,E06000052,Cornwall,,6459
E01018797,Cornwall 029A,,E05013353,Torpoint,,E06000052,Cornwall,,6460
E01033294,Cornwall 034E,,E05013353,Torpoint,,E06000052,Cornwall,,6461
E01018798,Cornwall 029B,,E05013353,Torpoint,,E06000052,Cornwall,,6462
E01018799,Cornwall 029C,,E05013353,Torpoint,,E06000052,Cornwall,,6463
E01018807,Cornwall 044A,,E05013354,Truro Boscawen & Redannick,,E06000052,Cornwall,,6464
E01018808,Cornwall 044B,,E05013354,Truro Boscawen & Redannick,,E06000052,Cornwall,,6465
E01018810,Cornwall 044D,,E05013354,Truro Boscawen & Redannick,,E06000052,Cornwall,,6466
E01018857,Cornwall 043E,,E05013354,Truro Boscawen & Redannick,,E06000052,Cornwall,,6467
E01034864,Cornwall 044E,,E05013355,Truro Moresk & Trehaverne,,E06000052,Cornwall,,6468
E01018858,Cornwall 043F,,E05013355,Truro Moresk & Trehaverne,,E06000052,Cornwall,,6469
E01034865,Cornwall 044F,,E05013355,Truro Moresk & Trehaverne,,E06000052,Cornwall,,6470
E01018823,Cornwall 042A,,E05013355,Truro Moresk & Trehaverne,,E06000052,Cornwall,,6471
E01018854,Cornwall 042D,,E05013356,Truro Tregolls,,E06000052,Cornwall,,6472
E01018824,Cornwall 042B,,E05013356,Truro Tregolls,,E06000052,Cornwall,,6473
E01018853,Cornwall 042C,,E05013356,Truro Tregolls,,E06000052,Cornwall,,6474
E01018973,Cornwall 009D,,E05013357,Wadebridge East & St Minver,,E06000052,Cornwall,,6475
E01018970,Cornwall 009A,,E05013357,Wadebridge East & St Minver,,E06000052,Cornwall,,6476
E01033289,Cornwall 007E,,E05013357,Wadebridge East & St Minver,,E06000052,Cornwall,,6477
E01018962,Cornwall 007B,,E05013358,Wadebridge West & St Mabyn,,E06000052,Cornwall,,6478
E01018972,Cornwall 009C,,E05013358,Wadebridge West & St Mabyn,,E06000052,Cornwall,,6479
E01018971,Cornwall 009B,,E05013358,Wadebridge West & St Mabyn,,E06000052,Cornwall,,6480
E01018923,Cornwall 011A,,E05013358,Wadebridge West & St Mabyn,,E06000052,Cornwall,,6481
E01018924,Cornwall 007A,,E05013358,Wadebridge West & St Mabyn,,E06000052,Cornwall,,6482
E01019046,Cornwall 039F,,E05013836,St Austell Poltair & Mount Charles,,E06000052,Cornwall,,6483
E01019042,Cornwall 039C,,E05013836,St Austell Poltair & Mount Charles,,E06000052,Cornwall,,6484
E01019047,Cornwall 038D,,E05013836,St Austell Poltair & Mount Charles,,E06000052,Cornwall,,6485
E01018965,Cornwall 006C,,E05013837,Altarnun & Stoke Climsland,,E06000052,Cornwall,,6486
E01018966,Cornwall 006D,,E05013837,Altarnun & Stoke Climsland,,E06000052,Cornwall,,6487
E01018967,Cornwall 006E,,E05013837,Altarnun & Stoke Climsland,,E06000052,Cornwall,,6488
E01018925,Cornwall 006A,,E05013837,Altarnun & Stoke Climsland,,E06000052,Cornwall,,6489
E01018864,Cornwall 059B,,E05013838,"Crowan, Sithney & Wendron",,E06000052,Cornwall,,6490
